image_path,true_label,predicted_label,prob_real,prob_fake,true_class,predicted_class,correct
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2458.jpg,0,0,0.9905826,0.009417375,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/1510.jpg,0,0,0.9930294,0.006970562,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/2475.jpg,0,1,0.40172723,0.59827274,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/10992.jpg,1,1,0.010344123,0.98965585,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/8410.jpg,1,1,0.0028042304,0.9971957,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/7719.jpg,1,1,2.9474848e-05,0.99997056,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/0104.jpg,0,0,0.9689094,0.031090638,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/6772.jpg,0,0,0.98623055,0.013769394,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/7765.jpg,1,1,0.026306007,0.97369397,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/4714.jpg,1,1,0.0035897729,0.9964102,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/1202.jpg,0,0,0.93836606,0.061633963,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/2175.png,1,1,0.00023016697,0.99976987,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17608.png,1,1,7.07269e-05,0.9999293,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/22400.png,1,1,0.14001301,0.85998696,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/20548.png,1,1,0.007425733,0.9925742,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/3839.jpg,1,1,0.006363248,0.9936367,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/16742.png,1,1,0.011943822,0.9880562,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/1149.png,1,1,5.950827e-05,0.9999405,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/6122.jpg,0,0,0.99822503,0.0017749944,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18507.png,1,1,0.24525777,0.7547422,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/5008.jpg,1,1,0.07053649,0.9294635,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2233.jpg,0,1,0.40330854,0.5966914,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/3233.jpg,0,0,0.7351409,0.26485908,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/21968.png,1,1,0.0002645618,0.9997354,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/11721.jpg,0,0,0.999846,0.00015395679,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/23355.jpg,1,1,0.0045442064,0.99545574,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18638.png,1,0,0.7952448,0.20475525,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/14235.jpg,1,1,0.014467176,0.9855328,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/2264.jpg,1,1,0.000120325654,0.9998797,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/12857.jpg,0,0,0.54751664,0.45248333,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/14374.jpg,1,1,0.0036180257,0.996382,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/13047.jpg,0,1,0.068809085,0.9311909,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/4537.jpg,1,1,0.0007721937,0.99922776,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/13789.jpg,0,0,0.99612075,0.003879181,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2121.jpg,0,0,0.7623238,0.23767619,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23847.jpg,0,0,0.9936731,0.006326934,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/11622.jpg,0,0,0.99773586,0.002264087,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/4228.jpg,0,0,0.88776946,0.112230614,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/16060.jpg,1,0,0.6476016,0.35239843,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23554.jpg,0,0,0.78732353,0.2126765,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/4193.jpg,0,1,0.020596558,0.97940344,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/8096.jpg,1,1,0.124480486,0.8755195,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/3084.jpg,1,1,0.00012089517,0.9998791,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/22267.jpg,0,0,0.99405885,0.005941111,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/1052.jpg,0,0,0.81887263,0.18112743,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/5158.jpg,1,1,0.0002825255,0.9997174,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18219.png,1,1,0.006325651,0.9936744,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/8880.jpg,1,1,0.05852725,0.94147277,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/1805.jpg,0,0,0.8889261,0.11107393,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17085.png,1,1,0.00046338586,0.99953663,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18453.png,1,1,0.009470456,0.9905295,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23662.jpg,0,0,0.9953752,0.004624812,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/20767.png,1,0,0.6625431,0.33745685,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/9504.jpg,0,0,0.9614618,0.038538232,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/16879.png,1,1,0.0034027034,0.99659735,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/0963.png,1,1,0.021218885,0.9787811,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/16767.jpg,0,0,0.99987864,0.000121397105,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/22752.jpg,0,0,0.9989231,0.0010768982,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/12506.jpg,0,0,0.994206,0.0057940055,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/22890.jpg,0,0,0.9932981,0.0067019616,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/6944.jpg,0,0,0.76512563,0.23487438,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/9387.jpg,0,0,0.8126012,0.18739885,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/21990.png,1,1,5.78015e-06,0.9999943,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/22581.jpg,1,1,0.051952995,0.948047,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/2792.png,1,1,0.19858748,0.8014126,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/11521.jpg,0,0,0.9999547,4.5303506e-05,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2571.jpg,0,0,0.99001944,0.00998057,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/19248.jpg,0,0,0.863887,0.13611299,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/7571.jpg,1,1,0.0005407363,0.9994593,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/3704.jpg,1,1,0.001346837,0.9986532,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/6904.jpg,1,1,0.00021879583,0.9997812,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/5135.jpg,1,1,0.0004313421,0.99956864,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/0494.jpg,0,1,0.31504887,0.6849512,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/12291.jpg,0,0,0.94789046,0.052109547,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/6412.jpg,1,0,0.93717295,0.06282704,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/20562.png,1,1,0.00021975422,0.99978024,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/17963.jpg,0,1,0.07786553,0.9221344,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/3064.jpg,0,0,0.8480465,0.15195344,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/22284.png,1,1,0.0007346422,0.9992654,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/1068.jpg,1,1,0.005096437,0.99490356,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/21388.jpg,0,1,0.16404586,0.8359542,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/9135.jpg,0,0,0.8448165,0.15518346,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7288.jpg,0,0,0.9971781,0.0028219444,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/2176.jpg,0,0,0.99967265,0.00032732144,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/23372.png,1,1,6.301022e-05,0.99993694,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17019.png,1,1,7.952014e-05,0.9999205,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2445.jpg,0,1,0.4997041,0.5002959,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7182.jpg,0,0,0.9828554,0.017144604,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/11789.jpg,0,0,0.9942708,0.005729264,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/0316.jpg,1,1,0.016649378,0.9833506,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13337.jpg,1,1,0.36668,0.63332003,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23784.jpg,0,0,0.52626646,0.47373354,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/1725.jpg,0,1,0.08694885,0.9130511,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17730.png,1,1,0.08074872,0.91925126,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/0084.jpg,0,0,0.56039083,0.43960914,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/1338.jpg,1,1,1.0644074e-05,0.9999894,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/10624.jpg,1,1,0.0068246266,0.9931753,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/4002.jpg,1,0,0.6276637,0.3723363,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/14442.jpg,0,0,0.9574763,0.04252363,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/16898.jpg,0,1,0.060227804,0.93977225,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2844.jpg,0,1,0.49233842,0.5076616,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17824.png,1,1,0.018064791,0.98193526,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/6665.jpg,1,0,0.9469557,0.053044315,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/4074.jpg,0,1,0.4729179,0.52708215,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/20362.jpg,0,0,0.8847593,0.11524071,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13035.jpg,1,1,0.013703237,0.9862968,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/22515.png,1,1,0.0009816347,0.9990183,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13354.jpg,1,1,0.0009787435,0.9990213,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/6621.jpg,0,0,0.89579916,0.10420082,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/4196.jpg,1,1,0.017389935,0.98261005,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/8999.jpg,1,1,0.03127337,0.96872663,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/22618.jpg,0,0,0.9747706,0.0252294,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/19687.png,1,1,0.0056692166,0.99433076,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/9112.jpg,0,1,0.13812493,0.8618751,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/2183.png,1,1,0.0037833827,0.9962166,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/23833.png,1,1,0.013690431,0.9863095,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/7356.jpg,1,1,0.085993916,0.9140061,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7120.jpg,0,0,0.99769044,0.0023096367,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2437.jpg,0,0,0.98920804,0.010791895,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23261.jpg,0,0,0.9923415,0.0076585184,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/5019.jpg,0,0,0.9996536,0.0003464666,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/19576.jpg,0,0,0.92647463,0.073525324,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/4873.jpg,0,0,0.8132678,0.18673217,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/4652.jpg,0,0,0.9835113,0.016488662,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13382.jpg,1,1,0.0011100376,0.99889,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/4037.jpg,1,1,0.09977937,0.90022063,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/2333.jpg,0,0,0.98286897,0.017131036,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/0517.jpg,1,1,9.923125e-05,0.9999008,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/3593.jpg,1,1,0.0075447983,0.99245524,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/4437.jpg,1,1,0.2170366,0.7829634,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13241.jpg,1,1,0.0013538472,0.9986462,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/20496.jpg,0,0,0.98743546,0.0125645,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/2187.png,1,1,5.3698783e-05,0.99994636,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7936.jpg,0,0,0.9859341,0.014065942,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/20976.jpg,0,0,0.6513732,0.34862685,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7807.jpg,0,0,0.83056855,0.16943139,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/0504.jpg,0,0,0.99834144,0.0016585,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18175.png,1,0,0.9010346,0.09896533,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2352.jpg,0,0,0.99617034,0.0038296226,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/3746.jpg,0,0,0.95282483,0.04717518,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/9490.jpg,1,1,0.0011893597,0.99881065,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/2978.jpg,0,0,0.9990219,0.0009781283,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/15968.jpg,0,0,0.9424592,0.057540745,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/21020.png,1,1,0.014215701,0.98578423,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/2134.jpg,0,0,0.6923811,0.3076189,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/3469.jpg,1,1,0.0012269855,0.99877304,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/17385.jpg,0,0,0.99949217,0.0005078406,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/1282.jpg,0,0,0.7373332,0.2626668,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/5995.jpg,1,1,0.010609329,0.9893907,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/7500.jpg,0,0,0.9468966,0.05310336,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/16095.jpg,0,0,0.79193187,0.20806813,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/10035.jpg,0,0,0.99963856,0.00036143186,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/11340.jpg,1,1,0.0046642,0.9953359,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/19536.jpg,0,0,0.9800005,0.019999577,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/18668.png,1,1,0.00143531,0.99856466,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/12358.jpg,0,1,0.0040922924,0.99590766,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/14753.jpg,1,1,0.013015455,0.9869846,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/15502.jpg,1,0,0.87272817,0.12727182,fake,real,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/15508.jpg,1,1,0.0003822569,0.9996177,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/19104.png,1,1,0.00037543426,0.9996245,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/13834.jpg,0,0,0.99882275,0.001177292,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/6703.jpg,1,1,0.00053779536,0.9994622,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/5945.jpg,1,1,0.0025327662,0.9974673,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/12434.jpg,0,0,0.56809753,0.43190247,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/1528.png,1,1,0.05214771,0.94785225,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/6536.jpg,0,1,6.140476e-05,0.9999386,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/18732.jpg,0,1,0.2537332,0.74626684,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/real/4745.jpg,0,0,0.8347628,0.1652372,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/19983.jpg,1,1,0.018767059,0.981233,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/3762.jpg,1,1,0.00019313804,0.99980694,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/18793.jpg,0,0,0.9970074,0.0029926,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/14658.jpg,1,1,0.022942452,0.9770576,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/0061.jpg,1,1,0.08415554,0.9158445,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/22822.png,1,1,0.0063554626,0.9936446,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/test/fake/2151.png,1,1,0.000105072075,0.99989486,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/14148.jpg,0,0,0.92202914,0.077970885,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13214.jpg,1,1,0.0063215373,0.9936785,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/13070.jpg,1,1,0.0010340436,0.998966,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/17196.png,1,1,0.00060450746,0.9993955,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/23711.jpg,0,1,0.32172042,0.6782796,real,fake,False
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/21045.jpg,0,0,0.9999285,7.147215e-05,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/fake/3620.jpg,1,1,0.12101602,0.878984,fake,fake,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/3900.jpg,0,0,0.8580875,0.14191253,real,real,True
/kaggle/input/datasets/tristanzhang32/ai-generated-images-vs-real-images/train/real/8102.jpg,0,0,0.83001566,0.16998437,real,real,True
